03/01/2026 - 03/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"","","","Total","$140.00"
"Big Tunas Beach Bar/Grill: 03/21/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f4","1","Charge: $140.00","$140.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$140.00"
"Big Tunas Beach Bar/Grill: 03/23/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4","1","Charge: $140.00","$140.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$140.00"
"Big Tunas Beach Bar/Grill: 03/26/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $140.00","$140.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$140.00"
"Big Tunas Beach Bar/Grill: 03/28/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $140.00","$140.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$140.00"
"Big Tunas Beach Bar/Grill: 03/30/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f3","1","Charge: $140.00","$140.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$140.00"
"Cafe One: 03/17/2026 12:00am | Performed"
"FF","50 Pound Dump f1","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"Cafe One: 03/24/2026 12:00am | Performed"
"FF","50 Pound Filter f1","1","Charge: $40.00","$40.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"Cafe One: 03/31/2026 12:00am | Performed"
"FF","50 Pound Dump f1","1","Charge: $40.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"Cape Canaveral Hospital: 03/03/2026 02:43am | Performed"
"FF","50 Pound Dump f2, 70 Pound Dump f1","1","Charge: $74.00","$74.00"
"FB","Total Waste Oil Collected (lbs)","96.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$74.00"
"Cape Canaveral Hospital: 03/17/2026 02:13am | Performed"
"FF","50 Pound Dump f2, 70 Pound Dump f1","1","Charge: $74.00","$74.00"
"FB","Total Waste Oil Collected (lbs)","96.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$74.00"
"Cape Canaveral Hospital: 03/24/2026 10:58pm | Performed"
"FF","50 Pound Dump f2, 70 Pound Dump f1","1","Charge: $74.00","$74.00"
"FB","Total Waste Oil Collected (lbs)","96.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$74.00"
"Cape Canaveral Hospital: 03/27/2026 12:00am | Performed"
"FF","70 Pound Dump f1, 50 Pound Dump f2","1","Charge: $74.00","$74.00"
"FB","Total Waste Oil Collected (lbs)","96.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$74.00"
"Cape Canaveral Hospital: 03/31/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 70 Pound Dump f1","1","Charge: $74.00","$74.00"
"FB","Total Waste Oil Collected (lbs)","96.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$74.00"
"Caribbean Jack's: 03/01/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Dump f1, 50 Pound Dump f6, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/02/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Dump f6, 50 Pound Dump f2, 50 Pound Filter f5, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/03/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f6, 50 Pound Dump f2, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/04/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Dump f6, 50 Pound Dump f1, 50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/05/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Dump f6, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/06/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f6, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/07/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Dump f4, 50 Pound Filter f6, 50 Pound Dump f3, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/17/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f6","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/18/2026 12:00am | Performed"
"FF","50 Pound Filter f6, 50 Pound Dump f5, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/19/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f6, 50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Filter f1, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/20/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f6","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/21/2026 12:00am | Performed"
"FF","50 Pound Filter f6, 50 Pound Dump f5, 50 Pound Filter f2, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Filter f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/22/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Filter f6, 50 Pound Filter f1, 50 Pound Dump f4, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/23/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f6, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/24/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f6, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/25/2026 12:00am | Performed"
"FF","50 Pound Filter f6, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/26/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f6, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/27/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f6, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/28/2026 11:14am | Performed"
"FF","50 Pound Filter f6, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/29/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f6, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/30/2026 12:00am | Performed"
"FF","50 Pound Filter f6, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Caribbean Jack's: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Dump f1, 50 Pound Dump f6, 50 Pound Dump f2, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Cast & Crew: 03/13/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Cast & Crew: 03/17/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Cast & Crew: 03/20/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Cast & Crew: 03/24/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Cast & Crew: 03/27/2026 12:13pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $100.00","$100.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Cast & Crew: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"Charlie Horse Restaurant: 03/02/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f1, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/03/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/04/2026 12:00am | Performed"
"FF","75 Pound Dump f1, 75 Pound Dump f2, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/05/2026 12:00am | Performed"
"FF","75 Pound Dump f1, 75 Pound Dump f2, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/06/2026 12:00am | Performed"
"FF","75 Pound Dump f3, 75 Pound Dump f2, 75 Pound Dump f1","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/07/2026 12:00am | Performed"
"FF","75 Pound Dump f3, 75 Pound Dump f2, 75 Pound Dump f1","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/08/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f1, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/09/2026 12:00am | Performed"
"FF","75 Pound Dump f3, 75 Pound Dump f2, 75 Pound Dump f1","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/10/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f1, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/11/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/12/2026 12:00am | Performed"
"FF","75 Pound Dump f1, 75 Pound Dump f2, 75 Pound Dump f3","1","Charge: $25.00","$25.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$25.00"
"Charlie Horse Restaurant: 03/13/2026 12:00am | Performed"
